zip_code,state_code,state_name,city,time_zone
30805,GA,Georgia,Blythe,America/New_York
30812,GA,Georgia,Gracewood,America/New_York
30815,GA,Georgia,Hephzibah,America/New_York
30901,GA,Georgia,Augusta,America/New_York
30903,GA,Georgia,Augusta,America/New_York
30904,GA,Georgia,Augusta,America/New_York
30905,GA,Georgia,Augusta,America/New_York
30906,GA,Georgia,Augusta,America/New_York
30907,GA,Georgia,Augusta,America/New_York
30909,GA,Georgia,Augusta,America/New_York
30910,GA,Georgia,Augusta,America/New_York
30911,GA,Georgia,Augusta,America/New_York
30912,GA,Georgia,Augusta,America/New_York
30913,GA,Georgia,Augusta,America/New_York
30914,GA,Georgia,Augusta,America/New_York
30916,GA,Georgia,Augusta,America/New_York
30919,GA,Georgia,Augusta,America/New_York
30999,GA,Georgia,Augusta,America/New_York
30012,GA,Georgia,Conyers,America/New_York
30013,GA,Georgia,Conyers,America/New_York
30094,GA,Georgia,Conyers,America/New_York
30207,GA,Georgia,Conyers,America/New_York
30208,GA,Georgia,Conyers,America/New_York
31806,GA,Georgia,Ellaville,America/New_York
30424,GA,Georgia,Dover,America/New_York
30446,GA,Georgia,Newington,America/New_York
30449,GA,Georgia,Oliver,America/New_York
30455,GA,Georgia,Rocky Ford,America/New_York
30467,GA,Georgia,Sylvania,America/New_York
31745,GA,Georgia,Donalsonville,America/New_York
31759,GA,Georgia,Iron City,America/New_York
39825,GA,Georgia,Brinson,America/New_York
39859,GA,Georgia,Iron City,America/New_York
39861,GA,Georgia,Jakin,America/New_York
30212,GA,Georgia,Experiment,America/New_York
30223,GA,Georgia,Griffin,America/New_York
30224,GA,Georgia,Griffin,America/New_York
30266,GA,Georgia,Orchard Hill,America/New_York
30284,GA,Georgia,Sunny Side,America/New_York
30538,GA,Georgia,Eastanollee,America/New_York
30557,GA,Georgia,Martin,America/New_York
30577,GA,Georgia,Toccoa,America/New_York
30598,GA,Georgia,Toccoa,America/New_York
31814,GA,Georgia,Louvale,America/New_York
31815,GA,Georgia,Lumpkin,America/New_York
31821,GA,Georgia,Omaha,America/New_York
31825,GA,Georgia,Richland,America/New_York
31709,GA,Georgia,Americus,America/New_York
31710,GA,Georgia,Americus,America/New_York
31711,GA,Georgia,Andersonville,America/New_York
31719,GA,Georgia,Americus,America/New_York
31735,GA,Georgia,Cobb,America/New_York
31743,GA,Georgia,De Soto,America/New_York
31764,GA,Georgia,Leslie,America/New_York
31780,GA,Georgia,Plains,America/New_York
31801,GA,Georgia,Box Springs,America/New_York
31810,GA,Georgia,Geneva,America/New_York
31812,GA,Georgia,Junction City,America/New_York
31827,GA,Georgia,Talbotton,America/New_York
31836,GA,Georgia,Woodland,America/New_York
30631,GA,Georgia,Crawfordville,America/New_York
30664,GA,Georgia,Sharon,America/New_York
30420,GA,Georgia,Cobbtown,America/New_York
30421,GA,Georgia,Collins,America/New_York
30427,GA,Georgia,Glennville,America/New_York
30438,GA,Georgia,Manassas,America/New_York
30453,GA,Georgia,Reidsville,America/New_York
30499,GA,Georgia,Reidsville,America/New_York
31006,GA,Georgia,Butler,America/New_York
31039,GA,Georgia,Howard,America/New_York
31058,GA,Georgia,Mauk,America/New_York
31076,GA,Georgia,Reynolds,America/New_York
31081,GA,Georgia,Rupert,America/New_York
31037,GA,Georgia,Helena,America/New_York
31055,GA,Georgia,Mc Rae,America/New_York
31060,GA,Georgia,Milan,America/New_York
31083,GA,Georgia,Scotland,America/New_York
31544,GA,Georgia,Jacksonville,America/New_York
31549,GA,Georgia,Lumber City,America/New_York
31726,GA,Georgia,Bronwood,America/New_York
31742,GA,Georgia,Dawson,America/New_York
31777,GA,Georgia,Parrott,America/New_York
31785,GA,Georgia,Sasser,America/New_York
39826,GA,Georgia,Bronwood,America/New_York
39828,GA,Georgia,Cairo,America/New_York
39885,GA,Georgia,Sasser,America/New_York
31626,GA,Georgia,Boston,America/New_York
31738,GA,Georgia,Coolidge,America/New_York
31757,GA,Georgia,Thomasville,America/New_York
31758,GA,Georgia,Thomasville,America/New_York
31765,GA,Georgia,Meigs,America/New_York
31773,GA,Georgia,Ochlocknee,America/New_York
31778,GA,Georgia,Pavo,America/New_York
31792,GA,Georgia,Thomasville,America/New_York
31799,GA,Georgia,Thomasville,America/New_York
31727,GA,Georgia,Brookfield,America/New_York
31733,GA,Georgia,Chula,America/New_York
31775,GA,Georgia,Omega,America/New_York
31793,GA,Georgia,Tifton,America/New_York
31794,GA,Georgia,Tifton,America/New_York
31795,GA,Georgia,Ty Ty,America/New_York
30436,GA,Georgia,Lyons,America/New_York
30474,GA,Georgia,Vidalia,America/New_York
30475,GA,Georgia,Vidalia,America/New_York
30546,GA,Georgia,Hiawassee,America/New_York
30582,GA,Georgia,Young Harris,America/New_York
30457,GA,Georgia,Soperton,America/New_York
30230,GA,Georgia,Hogansville,America/New_York
30240,GA,Georgia,Lagrange,America/New_York
30241,GA,Georgia,Lagrange,America/New_York
30261,GA,Georgia,Lagrange,America/New_York
31833,GA,Georgia,West Point,America/New_York
31714,GA,Georgia,Ashburn,America/New_York
31783,GA,Georgia,Rebecca,America/New_York
31790,GA,Georgia,Sycamore,America/New_York
31017,GA,Georgia,Danville,America/New_York
31020,GA,Georgia,Dry Branch,America/New_York
31044,GA,Georgia,Jeffersonville,America/New_York
30051,GA,Georgia,Forest Park,America/New_York
30512,GA,Georgia,Blairsville,America/New_York
30514,GA,Georgia,Blairsville,America/New_York
30572,GA,Georgia,Suches,America/New_York
30285,GA,Georgia,The Rock,America/New_York
30286,GA,Georgia,Thomaston,America/New_York
31097,GA,Georgia,Yatesville,America/New_York
30707,GA,Georgia,Chickamauga,America/New_York
30725,GA,Georgia,Flintstone,America/New_York
30728,GA,Georgia,La Fayette,America/New_York
30739,GA,Georgia,Rock Spring,America/New_York
30741,GA,Georgia,Rossville,America/New_York
30750,GA,Georgia,Lookout Mountain,America/New_York
30018,GA,Georgia,Jersey,America/New_York
30025,GA,Georgia,Social Circle,America/New_York
30279,GA,Georgia,Social Circle,America/New_York
30641,GA,Georgia,Good Hope,America/New_York
30655,GA,Georgia,Monroe,America/New_York
30656,GA,Georgia,Monroe,America/New_York
31501,GA,Georgia,Waycross,America/New_York
31502,GA,Georgia,Waycross,America/New_York
31503,GA,Georgia,Waycross,America/New_York
31550,GA,Georgia,Manor,America/New_York
31552,GA,Georgia,Millwood,America/New_York
31564,GA,Georgia,Waresboro,America/New_York
30807,GA,Georgia,Camak,America/New_York
30819,GA,Georgia,Mesena,America/New_York
30821,GA,Georgia,Norwood,America/New_York
30828,GA,Georgia,Warrenton,America/New_York
31045,GA,Georgia,Jewell,America/New_York
30089,GA,Georgia,Decatur,America/New_York
31018,GA,Georgia,Davisboro,America/New_York
31035,GA,Georgia,Harrison,America/New_York
31067,GA,Georgia,Oconee,America/New_York
31082,GA,Georgia,Sandersville,America/New_York
31089,GA,Georgia,Tennille,America/New_York
31094,GA,Georgia,Warthen,America/New_York
31545,GA,Georgia,Jesup,America/New_York
31546,GA,Georgia,Jesup,America/New_York
31555,GA,Georgia,Odum,America/New_York
31560,GA,Georgia,Screven,America/New_York
31598,GA,Georgia,Jesup,America/New_York
31599,GA,Georgia,Jesup,America/New_York
31824,GA,Georgia,Preston,America/New_York
31832,GA,Georgia,Weston,America/New_York
39877,GA,Georgia,Parrott,America/New_York
30411,GA,Georgia,Alamo,America/New_York
30428,GA,Georgia,Glenwood,America/New_York
30528,GA,Georgia,Cleveland,America/New_York
30545,GA,Georgia,Helen,America/New_York
30571,GA,Georgia,Sautee Nacoochee,America/New_York
30270,GA,Georgia,Peachtree City,America/New_York
30710,GA,Georgia,Cohutta,America/New_York
30719,GA,Georgia,Dalton,America/New_York
30720,GA,Georgia,Dalton,America/New_York
30721,GA,Georgia,Dalton,America/New_York
30722,GA,Georgia,Dalton,America/New_York
30740,GA,Georgia,Rocky Face,America/New_York
30755,GA,Georgia,Tunnel Hill,America/New_York
30756,GA,Georgia,Varnell,America/New_York
31001,GA,Georgia,Abbeville,America/New_York
31071,GA,Georgia,Pineview,America/New_York
31072,GA,Georgia,Pitts,America/New_York
31079,GA,Georgia,Rochelle,America/New_York
31084,GA,Georgia,Seville,America/New_York
30660,GA,Georgia,Rayle,America/New_York
30668,GA,Georgia,Tignall,America/New_York
30673,GA,Georgia,Washington,America/New_York
31003,GA,Georgia,Allentown,America/New_York
31031,GA,Georgia,Gordon,America/New_York
31042,GA,Georgia,Irwinton,America/New_York
31054,GA,Georgia,Mc Intyre,America/New_York
31090,GA,Georgia,Toomsboro,America/New_York
31772,GA,Georgia,Oakfield,America/New_York
31781,GA,Georgia,Poulan,America/New_York
31789,GA,Georgia,Sumner,America/New_York
31791,GA,Georgia,Sylvester,America/New_York
31796,GA,Georgia,Warwick,America/New_York
96912,GU,,DEDEDO,
96704,HI,Hawaii,Captain Cook,Pacific/Honolulu
96710,HI,Hawaii,Hakalau,Pacific/Honolulu
96718,HI,Hawaii,Hawaii National Park,Pacific/Honolulu
96719,HI,Hawaii,Hawi,Pacific/Honolulu
96720,HI,Hawaii,Hilo,Pacific/Honolulu
96721,HI,Hawaii,Hilo,Pacific/Honolulu
96725,HI,Hawaii,Holualoa,Pacific/Honolulu
96726,HI,Hawaii,Honaunau,Pacific/Honolulu
96727,HI,Hawaii,Honokaa,Pacific/Honolulu
96728,HI,Hawaii,Honomu,Pacific/Honolulu
96737,HI,Hawaii,Ocean View,Pacific/Honolulu
96738,HI,Hawaii,Waikoloa,Pacific/Honolulu
96739,HI,Hawaii,Keauhou,Pacific/Honolulu
96740,HI,Hawaii,Kailua Kona,Pacific/Honolulu
96743,HI,Hawaii,Kamuela,Pacific/Honolulu
96745,HI,Hawaii,Kailua Kona,Pacific/Honolulu
96749,HI,Hawaii,Keaau,Pacific/Honolulu
96750,HI,Hawaii,Kealakekua,Pacific/Honolulu
96755,HI,Hawaii,Kapaau,Pacific/Honolulu
96760,HI,Hawaii,Kurtistown,Pacific/Honolulu
96764,HI,Hawaii,Laupahoehoe,Pacific/Honolulu
96771,HI,Hawaii,Mountain View,Pacific/Honolulu
96772,HI,Hawaii,Naalehu,Pacific/Honolulu
96773,HI,Hawaii,Ninole,Pacific/Honolulu
96774,HI,Hawaii,Ookala,Pacific/Honolulu
96775,HI,Hawaii,Paauhau,Pacific/Honolulu
96776,HI,Hawaii,Paauilo,Pacific/Honolulu
96777,HI,Hawaii,Pahala,Pacific/Honolulu
96778,HI,Hawaii,Pahoa,Pacific/Honolulu
96780,HI,Hawaii,Papaaloa,Pacific/Honolulu
96781,HI,Hawaii,Papaikou,Pacific/Honolulu
96783,HI,Hawaii,Pepeekeo,Pacific/Honolulu
96785,HI,Hawaii,Volcano,Pacific/Honolulu
96701,HI,Hawaii,Aiea,Pacific/Honolulu
96706,HI,Hawaii,Ewa Beach,Pacific/Honolulu
96707,HI,Hawaii,Kapolei,Pacific/Honolulu
96709,HI,Hawaii,Kapolei,Pacific/Honolulu
96712,HI,Hawaii,Haleiwa,Pacific/Honolulu
96717,HI,Hawaii,Hauula,Pacific/Honolulu
96730,HI,Hawaii,Kaaawa,Pacific/Honolulu
96731,HI,Hawaii,Kahuku,Pacific/Honolulu
96734,HI,Hawaii,Kailua,Pacific/Honolulu
96744,HI,Hawaii,Kaneohe,Pacific/Honolulu
96759,HI,Hawaii,Kunia,Pacific/Honolulu
96762,HI,Hawaii,Laie,Pacific/Honolulu
96782,HI,Hawaii,Pearl City,Pacific/Honolulu
96786,HI,Hawaii,Wahiawa,Pacific/Honolulu
96789,HI,Hawaii,Mililani,Pacific/Honolulu
96791,HI,Hawaii,Waialua,Pacific/Honolulu
96792,HI,Hawaii,Waianae,Pacific/Honolulu
96795,HI,Hawaii,Waimanalo,Pacific/Honolulu
96797,HI,Hawaii,Waipahu,Pacific/Honolulu
96801,HI,Hawaii,Honolulu,Pacific/Honolulu
96802,HI,Hawaii,Honolulu,Pacific/Honolulu
96803,HI,Hawaii,Honolulu,Pacific/Honolulu
96804,HI,Hawaii,Honolulu,Pacific/Honolulu
96805,HI,Hawaii,Honolulu,Pacific/Honolulu
96806,HI,Hawaii,Honolulu,Pacific/Honolulu
96807,HI,Hawaii,Honolulu,Pacific/Honolulu
96808,HI,Hawaii,Honolulu,Pacific/Honolulu
96809,HI,Hawaii,Honolulu,Pacific/Honolulu
96810,HI,Hawaii,Honolulu,Pacific/Honolulu
96811,HI,Hawaii,Honolulu,Pacific/Honolulu
96812,HI,Hawaii,Honolulu,Pacific/Honolulu
96813,HI,Hawaii,Honolulu,Pacific/Honolulu
96814,HI,Hawaii,Honolulu,Pacific/Honolulu
96815,HI,Hawaii,Honolulu,Pacific/Honolulu
96816,HI,Hawaii,Honolulu,Pacific/Honolulu
96817,HI,Hawaii,Honolulu,Pacific/Honolulu
96818,HI,Hawaii,Honolulu,Pacific/Honolulu
96819,HI,Hawaii,Honolulu,Pacific/Honolulu
96820,HI,Hawaii,Honolulu,Pacific/Honolulu
96821,HI,Hawaii,Honolulu,Pacific/Honolulu
96822,HI,Hawaii,Honolulu,Pacific/Honolulu
96823,HI,Hawaii,Honolulu,Pacific/Honolulu
96824,HI,Hawaii,Honolulu,Pacific/Honolulu
96825,HI,Hawaii,Honolulu,Pacific/Honolulu
96826,HI,Hawaii,Honolulu,Pacific/Honolulu
96827,HI,Hawaii,Honolulu,Pacific/Honolulu
96828,HI,Hawaii,Honolulu,Pacific/Honolulu
96830,HI,Hawaii,Honolulu,Pacific/Honolulu
96835,HI,Hawaii,Honolulu,Pacific/Honolulu
96836,HI,Hawaii,Honolulu,Pacific/Honolulu
96837,HI,Hawaii,Honolulu,Pacific/Honolulu
96838,HI,Hawaii,Honolulu,Pacific/Honolulu
96839,HI,Hawaii,Honolulu,Pacific/Honolulu
96840,HI,Hawaii,Honolulu,Pacific/Honolulu
96841,HI,Hawaii,Honolulu,Pacific/Honolulu
96842,HI,Hawaii,Honolulu,Pacific/Honolulu
96843,HI,Hawaii,Honolulu,Pacific/Honolulu
96844,HI,Hawaii,Honolulu,Pacific/Honolulu
96845,HI,Hawaii,Honolulu,Pacific/Honolulu
96846,HI,Hawaii,Honolulu,Pacific/Honolulu
96847,HI,Hawaii,Honolulu,Pacific/Honolulu
96848,HI,Hawaii,Honolulu,Pacific/Honolulu
96849,HI,Hawaii,Honolulu,Pacific/Honolulu
96850,HI,Hawaii,Honolulu,Pacific/Honolulu
96853,HI,Hawaii,Hickam Afb,Pacific/Honolulu
96854,HI,Hawaii,Wheeler Army Airfield,Pacific/Honolulu
96857,HI,Hawaii,Schofield Barracks,Pacific/Honolulu
96858,HI,Hawaii,Fort Shafter,Pacific/Honolulu
96859,HI,Hawaii,Tripler Army Medical Ctr,Pacific/Honolulu
96860,HI,Hawaii,Pearl Harbor,Pacific/Honolulu
96861,HI,Hawaii,Camp H M Smith,Pacific/Honolulu
96862,HI,Hawaii,Barbers Point N A S,Pacific/Honolulu
96863,HI,Hawaii,M C B H Kaneohe Bay,Pacific/Honolulu
96898,HI,Hawaii,Wake Island,Pacific/Honolulu
96703,HI,Hawaii,Anahola,Pacific/Honolulu
96705,HI,Hawaii,Eleele,Pacific/Honolulu
96714,HI,Hawaii,Hanalei,Pacific/Honolulu
96715,HI,Hawaii,Hanamaulu,Pacific/Honolulu
96716,HI,Hawaii,Hanapepe,Pacific/Honolulu
96722,HI,Hawaii,Princeville,Pacific/Honolulu
96741,HI,Hawaii,Kalaheo,Pacific/Honolulu
96746,HI,Hawaii,Kapaa,Pacific/Honolulu
96747,HI,Hawaii,Kaumakani,Pacific/Honolulu
96751,HI,Hawaii,Kealia,Pacific/Honolulu
96752,HI,Hawaii,Kekaha,Pacific/Honolulu
96754,HI,Hawaii,Kilauea,Pacific/Honolulu
96756,HI,Hawaii,Koloa,Pacific/Honolulu
96765,HI,Hawaii,Lawai,Pacific/Honolulu
96766,HI,Hawaii,Lihue,Pacific/Honolulu
96769,HI,Hawaii,Makaweli,Pacific/Honolulu
96796,HI,Hawaii,Waimea,Pacific/Honolulu
96708,HI,Hawaii,Haiku,Pacific/Honolulu
96713,HI,Hawaii,Hana,Pacific/Honolulu
96729,HI,Hawaii,Hoolehua,Pacific/Honolulu
96732,HI,Hawaii,Kahului,Pacific/Honolulu
96733,HI,Hawaii,Kahului,Pacific/Honolulu
96742,HI,Hawaii,Kalaupapa,Pacific/Honolulu
96748,HI,Hawaii,Kaunakakai,Pacific/Honolulu
96753,HI,Hawaii,Kihei,Pacific/Honolulu
96757,HI,Hawaii,Kualapuu,Pacific/Honolulu
96761,HI,Hawaii,Lahaina,Pacific/Honolulu
96763,HI,Hawaii,Lanai City,Pacific/Honolulu
96767,HI,Hawaii,Lahaina,Pacific/Honolulu
96768,HI,Hawaii,Makawao,Pacific/Honolulu
96770,HI,Hawaii,Maunaloa,Pacific/Honolulu
96779,HI,Hawaii,Paia,Pacific/Honolulu
96784,HI,Hawaii,Puunene,Pacific/Honolulu
96788,HI,Hawaii,Pukalani,Pacific/Honolulu
96790,HI,Hawaii,Kula,Pacific/Honolulu
96793,HI,Hawaii,Wailuku,Pacific/Honolulu
50002,IA,Iowa,Adair,America/Chicago
50837,IA,Iowa,Bridgewater,America/Chicago
50846,IA,Iowa,Fontanelle,America/Chicago
50849,IA,Iowa,Greenfield,America/Chicago
50858,IA,Iowa,Orient,America/Chicago
50839,IA,Iowa,Carbon,America/Chicago
50841,IA,Iowa,Corning,America/Chicago
50857,IA,Iowa,Nodaway,America/Chicago
50859,IA,Iowa,Prescott,America/Chicago
52140,IA,Iowa,Dorchester,America/Chicago
52146,IA,Iowa,Harpers Ferry,America/Chicago
52151,IA,Iowa,Lansing,America/Chicago
52160,IA,Iowa,New Albin,America/Chicago
52162,IA,Iowa,Postville,America/Chicago
52170,IA,Iowa,Waterville,America/Chicago
52172,IA,Iowa,Waukon,America/Chicago
52544,IA,Iowa,Centerville,America/Chicago
52549,IA,Iowa,Cincinnati,America/Chicago
52555,IA,Iowa,Exline,America/Chicago
52571,IA,Iowa,Moravia,America/Chicago
52572,IA,Iowa,Moulton,America/Chicago
52574,IA,Iowa,Mystic,America/Chicago
52575,IA,Iowa,Numa,America/Chicago
52581,IA,Iowa,Plano,America/Chicago
52593,IA,Iowa,Udell,America/Chicago
52594,IA,Iowa,Unionville,America/Chicago
50025,IA,Iowa,Audubon,America/Chicago
50042,IA,Iowa,Brayton,America/Chicago
50076,IA,Iowa,Exira,America/Chicago
50110,IA,Iowa,Gray,America/Chicago
50117,IA,Iowa,Hamlin,America/Chicago
51543,IA,Iowa,Kimballton,America/Chicago
52206,IA,Iowa,Atkins,America/Chicago
52208,IA,Iowa,Belle Plaine,America/Chicago
52209,IA,Iowa,Blairstown,America/Chicago
52229,IA,Iowa,Garrison,America/Chicago
52249,IA,Iowa,Keystone,America/Chicago
52257,IA,Iowa,Luzerne,America/Chicago
52313,IA,Iowa,Mount Auburn,America/Chicago
52315,IA,Iowa,Newhall,America/Chicago
52318,IA,Iowa,Norway,America/Chicago
52332,IA,Iowa,Shellsburg,America/Chicago
52345,IA,Iowa,Urbana,America/Chicago
52346,IA,Iowa,Van Horne,America/Chicago
52349,IA,Iowa,Vinton,America/Chicago
52351,IA,Iowa,Walford,America/Chicago
52354,IA,Iowa,Watkins,America/Chicago
50613,IA,Iowa,Cedar Falls,America/Chicago
50614,IA,Iowa,Cedar Falls,America/Chicago
50623,IA,Iowa,Dewar,America/Chicago
50626,IA,Iowa,Dunkerton,America/Chicago
50634,IA,Iowa,Gilbertville,America/Chicago
50643,IA,Iowa,Hudson,America/Chicago
50651,IA,Iowa,La Porte City,America/Chicago
50667,IA,Iowa,Raymond,America/Chicago
50701,IA,Iowa,Waterloo,America/Chicago
50702,IA,Iowa,Waterloo,America/Chicago
50703,IA,Iowa,Waterloo,America/Chicago
50704,IA,Iowa,Waterloo,America/Chicago
50706,IA,Iowa,Waterloo,America/Chicago
50707,IA,Iowa,Evansdale,America/Chicago
50799,IA,Iowa,Waterloo,America/Chicago
50031,IA,Iowa,Beaver,America/Chicago
50036,IA,Iowa,Boone,America/Chicago
50037,IA,Iowa,Boone,America/Chicago
50040,IA,Iowa,Boxholm,America/Chicago
50152,IA,Iowa,Luther,America/Chicago
50156,IA,Iowa,Madrid,America/Chicago
50212,IA,Iowa,Ogden,America/Chicago
50223,IA,Iowa,Pilot Mound,America/Chicago
50622,IA,Iowa,Denver,America/Chicago
50631,IA,Iowa,Frederika,America/Chicago
50647,IA,Iowa,Janesville,America/Chicago
50666,IA,Iowa,Plainfield,America/Chicago
50668,IA,Iowa,Readlyn,America/Chicago
50674,IA,Iowa,Sumner,America/Chicago
50676,IA,Iowa,Tripoli,America/Chicago
50677,IA,Iowa,Waverly,America/Chicago
50607,IA,Iowa,Aurora,America/Chicago
50629,IA,Iowa,Fairbank,America/Chicago
50641,IA,Iowa,Hazleton,America/Chicago
50644,IA,Iowa,Independence,America/Chicago
50648,IA,Iowa,Jesup,America/Chicago
50650,IA,Iowa,Lamont,America/Chicago
50671,IA,Iowa,Stanley,America/Chicago
50682,IA,Iowa,Winthrop,America/Chicago
52210,IA,Iowa,Brandon,America/Chicago
52326,IA,Iowa,Quasqueton,America/Chicago
52329,IA,Iowa,Rowley,America/Chicago
50510,IA,Iowa,Albert City,America/Chicago
50565,IA,Iowa,Marathon,America/Chicago
50568,IA,Iowa,Newell,America/Chicago
50576,IA,Iowa,Rembrandt,America/Chicago
50585,IA,Iowa,Sioux Rapids,America/Chicago
50588,IA,Iowa,Storm Lake,America/Chicago
50592,IA,Iowa,Truesdale,America/Chicago
51002,IA,Iowa,Alta,America/Chicago
51033,IA,Iowa,Linn Grove,America/Chicago
50602,IA,Iowa,Allison,America/Chicago
50604,IA,Iowa,Aplington,America/Chicago
50605,IA,Iowa,Aredale,America/Chicago
50608,IA,Iowa,Austinville,America/Chicago
50611,IA,Iowa,Bristow,America/Chicago
50619,IA,Iowa,Clarksville,America/Chicago
50625,IA,Iowa,Dumont,America/Chicago
50636,IA,Iowa,Greene,America/Chicago
50649,IA,Iowa,Kesley,America/Chicago
50660,IA,Iowa,New Hartford,America/Chicago
50665,IA,Iowa,Parkersburg,America/Chicago
50670,IA,Iowa,Shell Rock,America/Chicago
50538,IA,Iowa,Farnhamville,America/Chicago
50551,IA,Iowa,Jolley,America/Chicago
50552,IA,Iowa,Knierim,America/Chicago
50561,IA,Iowa,Lytton,America/Chicago
50563,IA,Iowa,Manson,America/Chicago
50575,IA,Iowa,Pomeroy,America/Chicago
50579,IA,Iowa,Rockwell City,America/Chicago
50586,IA,Iowa,Somers,America/Chicago
50587,IA,Iowa,Rinard,America/Chicago
51449,IA,Iowa,Lake City,America/Chicago
51453,IA,Iowa,Lohrville,America/Chicago
50058,IA,Iowa,Coon Rapids,America/Chicago
51401,IA,Iowa,Carroll,America/Chicago
51430,IA,Iowa,Arcadia,America/Chicago
51436,IA,Iowa,Breda,America/Chicago
51440,IA,Iowa,Dedham,America/Chicago
51443,IA,Iowa,Glidden,America/Chicago
51444,IA,Iowa,Halbur,America/Chicago
51451,IA,Iowa,Lanesboro,America/Chicago
51452,IA,Iowa,Lidderdale,America/Chicago
51455,IA,Iowa,Manning,America/Chicago
51459,IA,Iowa,Ralston,America/Chicago
51463,IA,Iowa,Templeton,America/Chicago
50020,IA,Iowa,Anita,America/Chicago
50022,IA,Iowa,Atlantic,America/Chicago
50274,IA,Iowa,Wiota,America/Chicago
50843,IA,Iowa,Cumberland,America/Chicago
50853,IA,Iowa,Massena,America/Chicago
51535,IA,Iowa,Griswold,America/Chicago
51544,IA,Iowa,Lewis,America/Chicago
51552,IA,Iowa,Marne,America/Chicago
52216,IA,Iowa,Clarence,America/Chicago
52255,IA,Iowa,Lowden,America/Chicago
52306,IA,Iowa,Mechanicsville,America/Chicago
52337,IA,Iowa,Stanwood,America/Chicago
52358,IA,Iowa,West Branch,America/Chicago
52721,IA,Iowa,Bennett,America/Chicago
52747,IA,Iowa,Durant,America/Chicago
52772,IA,Iowa,Tipton,America/Chicago
50401,IA,Iowa,Mason City,America/Chicago
50402,IA,Iowa,Mason City,America/Chicago
50428,IA,Iowa,Clear Lake,America/Chicago
50433,IA,Iowa,Dougherty,America/Chicago
50457,IA,Iowa,Meservey,America/Chicago
50464,IA,Iowa,Plymouth,America/Chicago
50467,IA,Iowa,Rock Falls,America/Chicago
50469,IA,Iowa,Rockwell,America/Chicago
50477,IA,Iowa,Swaledale,America/Chicago
50479,IA,Iowa,Thornton,America/Chicago
50482,IA,Iowa,Ventura,America/Chicago
51005,IA,Iowa,Aurelia,America/Chicago
51012,IA,Iowa,Cherokee,America/Chicago
51014,IA,Iowa,Cleghorn,America/Chicago
51029,IA,Iowa,Larrabee,America/Chicago
51035,IA,Iowa,Marcus,America/Chicago
51037,IA,Iowa,Meriden,America/Chicago
51049,IA,Iowa,Quimby,America/Chicago
51061,IA,Iowa,Washta,America/Chicago
50603,IA,Iowa,Alta Vista,America/Chicago
50630,IA,Iowa,Fredericksburg,America/Chicago
50645,IA,Iowa,Ionia,America/Chicago
50658,IA,Iowa,Nashua,America/Chicago
50659,IA,Iowa,New Hampton,America/Chicago
50661,IA,Iowa,North Washington,America/Chicago
52154,IA,Iowa,Lawler,America/Chicago
50174,IA,Iowa,Murray,America/Chicago
50213,IA,Iowa,Osceola,America/Chicago
50275,IA,Iowa,Woodburn,America/Chicago
51047,IA,Iowa,Peterson,America/Chicago
51301,IA,Iowa,Spencer,America/Chicago
51333,IA,Iowa,Dickens,America/Chicago
51338,IA,Iowa,Everly,America/Chicago
51340,IA,Iowa,Fostoria,America/Chicago
51341,IA,Iowa,Gillett Grove,America/Chicago
51343,IA,Iowa,Greenville,America/Chicago
51357,IA,Iowa,Royal,America/Chicago
51366,IA,Iowa,Webb,America/Chicago
52042,IA,Iowa,Edgewood,America/Chicago
52043,IA,Iowa,Elkader,America/Chicago
52044,IA,Iowa,Elkport,America/Chicago
52047,IA,Iowa,Farmersburg,America/Chicago
52048,IA,Iowa,Garber,America/Chicago
52049,IA,Iowa,Garnavillo,America/Chicago
52052,IA,Iowa,Guttenberg,America/Chicago
52055,IA,Iowa,Littleport,America/Chicago
52066,IA,Iowa,North Buena Vista,America/Chicago
52072,IA,Iowa,Saint Olaf,America/Chicago
52076,IA,Iowa,Strawberry Point,America/Chicago
52077,IA,Iowa,Volga,America/Chicago
52156,IA,Iowa,Luana,America/Chicago
52157,IA,Iowa,Mc Gregor,America/Chicago
52158,IA,Iowa,Marquette,America/Chicago
52159,IA,Iowa,Monona,America/Chicago
52037,IA,Iowa,Delmar,America/Chicago
52226,IA,Iowa,Elwood,America/Chicago
52254,IA,Iowa,Lost Nation,America/Chicago
52343,IA,Iowa,Toronto,America/Chicago
52701,IA,Iowa,Andover,America/Chicago
52727,IA,Iowa,Bryant,America/Chicago
52729,IA,Iowa,Calamus,America/Chicago
52730,IA,Iowa,Camanche,America/Chicago
52731,IA,Iowa,Charlotte,America/Chicago
52732,IA,Iowa,Clinton,America/Chicago
52733,IA,Iowa,Clinton,America/Chicago
52734,IA,Iowa,Clinton,America/Chicago
52736,IA,Iowa,Clinton,America/Chicago
52742,IA,Iowa,De Witt,America/Chicago
52750,IA,Iowa,Goose Lake,America/Chicago
52751,IA,Iowa,Grand Mound,America/Chicago
52757,IA,Iowa,Low Moor,America/Chicago
52771,IA,Iowa,Teeds Grove,America/Chicago
52774,IA,Iowa,Welton,America/Chicago
52777,IA,Iowa,Wheatland,America/Chicago
51432,IA,Iowa,Aspinwall,America/Chicago
51439,IA,Iowa,Charter Oak,America/Chicago
51441,IA,Iowa,Deloit,America/Chicago
51442,IA,Iowa,Denison,America/Chicago
51448,IA,Iowa,Kiron,America/Chicago
51454,IA,Iowa,Manilla,America/Chicago
